Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
WINNING POST 7 MAXIMUM 2008,PS2,2008,Sports,Tecmo Koei,,,10000.0,,10000
WINNING POST 7 MAXIMUM 2007,PS2,2007,Sports,Tecmo Koei,,,20000.0,,20000
WINNING POST WORLD,PS2,2009,Sports,Tecmo Koei,,,30000.0,,30000
WINTER SPORTS 2 THE NEXT CHALLENGE,PS2,2008,Sports,Conspiracy Entertainment,40000.0,30000.0,,10000.0,80000
WIPEOUT FUSION,PS2,2002,Racing,Sony Computer Entertainment,120000.0,100000.0,,30000.0,250000
WIPEOUT PULSE,PS2,2009,Racing,Sony Computer Entertainment,,150000.0,,330000.0,490000
WITHOUT WARNING,PS2,2005,Shooter,Capcom,20000.0,10000.0,,,40000
WIZARDRY XTH UNLIMITED STUDENTS,PS2,2006,Role-Playing,Michaelsoft,,,10000.0,,10000
WIZARDRY TALE OF THE FORSAKEN LAND,PS2,2001,Role-Playing,Ubisoft,40000.0,30000.0,,10000.0,90000
WOMENS VOLLEYBALL CHAMPIONSHIP,PS2,2007,Sports,Spike,,,30000.0,,30000
WOODY WOODPECKER ESCAPE FROM BUZZ BUZZARD PARK,PS2,2001,Platform,DreamCatcher Interactive,20000.0,20000.0,,10000.0,50000
WORLD CHAMPIONSHIP POKER,PS2,2004,Misc,Play It,800000.0,30000.0,,130000.0,950000
WORLD CHAMPIONSHIP POKER 2 FEATURING HOWARD LEDERER,PS2,2005,Misc,Oxygen Interactive,160000.0,130000.0,,40000.0,340000
WORLD CHAMPIONSHIP POKER FEATURING HOWARD LEDERER  ALL IN,PS2,2006,Misc,Oxygen Interactive,820000.0,640000.0,,220000.0,1680000
WORLD CHAMPIONSHIP POOL 2004,PS2,2004,Sports,Jaleco,20000.0,20000.0,,10000.0,50000
WORLD CHAMPIONSHIP RUGBY,PS2,2004,Sports,Acclaim Entertainment,60000.0,40000.0,,10000.0,110000
WORLD DESTRUCTION LEAGUE THUNDER TANKS,PS2,2000,Action,3DO,80000.0,70000.0,,20000.0,170000
WORLD FANTASISTA,PS2,2002,Sports,SquareSoft,,,50000.0,,50000
WORLD HEROES ANTHOLOGY,PS2,2007,Fighting,Ignition Entertainment,,,10000.0,,10000
WORLD POKER TOUR,PS2,2005,Misc,Take-Two Interactive,100000.0,80000.0,,30000.0,210000
WORLD SERIES BASEBALL 2K3,PS2,2003,Sports,Sega,120000.0,100000.0,,30000.0,250000
WORLD SERIES OF POKER,PS2,2005,Misc,Activision,390000.0,10000.0,,60000.0,470000
WORLD SERIES OF POKER 2008 BATTLE FOR THE BRACELETS,PS2,2007,Misc,Activision,110000.0,90000.0,,30000.0,230000
WORLD SERIES OF POKER TOURNAMENT OF CHAMPIONS 2007 EDITION,PS2,2006,Misc,Activision,20000.0,10000.0,,,30000
WORLD SOCCER WINNING ELEVEN 2010 AOKI SAMURAI NO CHOUSEN,PS2,2010,Sports,Konami Digital Entertainment,,,90000.0,,90000
WORLD SOCCER WINNING ELEVEN 5 FINAL EVOLUTION,PS2,2001,Sports,Konami Digital Entertainment,,,450000.0,,450000
WORLD SOCCER WINNING ELEVEN 6 INTERNATIONAL,PS2,2002,Sports,Konami Digital Entertainment,120000.0,1260000.0,1160000.0,450000.0,2990000
WORLD SOCCER WINNING ELEVEN 7,PS2,2003,Sports,Konami Digital Entertainment,120000.0,90000.0,,30000.0,240000
WORLD SOCCER WINNING ELEVEN 7 INTERNATIONAL,PS2,2003,Sports,Konami Digital Entertainment,80000.0,1240000.0,1130000.0,450000.0,2900000
WORLD SOCCER WINNING ELEVEN 7 INTERNATIONAL JP VERSION,PS2,2004,Sports,Konami Digital Entertainment,,,540000.0,,540000
WORLD SOCCER WINNING ELEVEN 8 INTERNATIONAL,PS2,2004,Sports,Konami Digital Entertainment,160000.0,1890000.0,1120000.0,680000.0,3850000
WORLD SOCCER WINNING ELEVEN 8 LIVEWARE EVOLUTION,PS2,2005,Sports,Konami Digital Entertainment,,,470000.0,,470000
WORLD SOCCER WINNING ELEVEN 9,PS2,2005,Sports,Konami Digital Entertainment,120000.0,2260000.0,900000.0,770000.0,4059999
WORLD SOCCER WINNING ELEVEN 9 BONUS PACK,PS2,2006,Sports,Konami Digital Entertainment,,,140000.0,,140000
WORLD TOUR SOCCER 2002,PS2,2001,Sports,Sony Computer Entertainment,70000.0,50000.0,,20000.0,140000
WORLD TOUR SOCCER 2003,PS2,2002,Sports,Sony Computer Entertainment,70000.0,50000.0,,20000.0,140000
WORLD TOUR SOCCER 2005,PS2,2004,Sports,Sony Computer Entertainment,80000.0,60000.0,,20000.0,160000
WORLD TOUR SOCCER 2006,PS2,2004,Sports,Sony Computer Entertainment,80000.0,60000.0,,20000.0,170000
WORLD OF OUTLAWS SPRINT CARS 2002,PS2,2002,Racing,Ignition Entertainment,230000.0,180000.0,,60000.0,480000
WORMS 3D,PS2,2003,Strategy,Sega,60000.0,50000.0,,20000.0,120000
WORMS FORTS UNDER SIEGE,PS2,2004,Strategy,Acclaim Entertainment,50000.0,40000.0,,10000.0,110000
WRATH UNLEASHED,PS2,2004,Strategy,LucasArts,40000.0,30000.0,,10000.0,70000
WRECKLESS THE YAKUZA MISSIONS,PS2,2002,Racing,Activision,110000.0,80000.0,,30000.0,220000
WRESTLE ANGELS SURVIVOR 2,PS2,2008,Fighting,Tryfirst,,,30000.0,,30000
WRESTLE KINGDOM,PS2,2006,Fighting,Yuke's,,,30000.0,,30000
WRESTLE KINGDOM 2 PRO WRESTLING SEKAI TAISEN,PS2,2007,Fighting,Yuke's,,,20000.0,,20000
XMEN LEGENDS,PS2,2004,Role-Playing,Activision,1000000.0,720000.0,,210000.0,1930000
XMEN LEGENDS II RISE OF APOCALYPSE,PS2,2005,Role-Playing,Activision,530000.0,20000.0,,90000.0,630000
XMEN ORIGINS WOLVERINE,PS2,2009,Action,Activision,130000.0,,,50000.0,180000
XMEN NEXT DIMENSION,PS2,2002,Fighting,Activision,230000.0,180000.0,,60000.0,470000
XMEN THE OFFICIAL GAME,PS2,2006,Action,Activision,200000.0,160000.0,,50000.0,410000
X2 WOLVERINES REVENGE,PS2,2003,Platform,Activision,310000.0,240000.0,,80000.0,640000
XGIII EXTREME G RACING,PS2,2001,Racing,Acclaim Entertainment,130000.0,100000.0,,30000.0,270000
XGRA EXTREME G RACING ASSOCIATION,PS2,2003,Racing,Acclaim Entertainment,30000.0,20000.0,,10000.0,60000
XGRA EXTREME GRACING ASSOCIATION,PS2,2004,Racing,Eidos Interactive,300000.0,240000.0,,80000.0,620000
XIII,PS2,2003,Shooter,Ubisoft,280000.0,220000.0,,70000.0,570000
XENOSAGA EPISODE I DER WILLE ZUR MACHT,PS2,2002,Role-Playing,Namco Bandai Games,630000.0,490000.0,450000.0,170000.0,1740000
XENOSAGA EPISODE II JENSEITS VON GUT UND BÖSE,PS2,2004,Role-Playing,Sony Computer Entertainment,280000.0,220000.0,,70000.0,580000
XENOSAGA EPISODE III ALSO SPRACH ZARATHUSTRA,PS2,2006,Role-Playing,Namco Bandai Games,90000.0,70000.0,180000.0,20000.0,370000
YAKUZA,PS2,2005,Action,Sega,30000.0,20000.0,740000.0,10000.0,800000
YAKUZA 2,PS2,2006,Adventure,Sega,50000.0,40000.0,840000.0,160000.0,1090000
YAMASA DIGI WORLD SP MOEYO KUNG FU SHUKUJO,PS2,2006,Misc,Yamasa Entertainment,,,20000.0,,20000
YANYA CABALLISTA CITY SKATER,PS2,2001,Sports,Tecmo Koei,20000.0,20000.0,,10000.0,50000
YOAKE YORI RURIIRO NA BRIGHTER THAN DAWNING BLUE,PS2,2006,Adventure,Aria,,,70000.0,,70000
YOURSELF FITNESS,PS2,2005,Sports,responDESIGN,20000.0,20000.0,,10000.0,40000
YS THE ARK OF NAPISHTIM,PS2,2005,Role-Playing,Konami Digital Entertainment,70000.0,50000.0,,20000.0,130000
YUGIOH CAPSULE MONSTER COLISEUM,PS2,2004,Misc,Konami Digital Entertainment,220000.0,170000.0,,60000.0,440000
YUGIOH GX THE BEGINNING OF DESTINY JP SALES,PS2,2007,Strategy,Konami Digital Entertainment,,,20000.0,,20000
YUGIOH GX THE BEGINNING OF DESTINY US SALES,PS2,2007,Strategy,Konami Digital Entertainment,50000.0,40000.0,,10000.0,90000
YUGIOH THE DUELISTS OF THE ROSES,PS2,2001,Misc,Konami Digital Entertainment,1160000.0,910000.0,,300000.0,2380000
ZAPPER ONE WICKED CRICKET,PS2,2002,Platform,Infogrames,80000.0,60000.0,,20000.0,160000
ZATCH BELL MAMODO BATTLES,PS2,2005,Fighting,Namco Bandai Games,40000.0,30000.0,,10000.0,80000
ZATHURA,PS2,2005,Adventure,Take-Two Interactive,60000.0,50000.0,,20000.0,120000
ZERO NO TSUKAIMA MAIGO NO PERIOD TO IKUSEN NO SYMPHONY,PS2,2008,Adventure,Marvelous Interactive,,,10000.0,,10000
ZERO NO TSUKAIMA MUMA GA TSUMUGU YOKAZE NO NOCTURNE,PS2,2007,Adventure,Marvelous Interactive,,,20000.0,,20000
ZERO NO TSUKAIMA SHOUAKUMA TO HARUKAZE NO CONCERTO,PS2,2007,Adventure,Marvelous Interactive,,,20000.0,,20000
ZOMBIE HUNTERS 2,PS2,2006,Action,Essential Games,,,20000.0,,20000
ZONE OF THE ENDERS,PS2,2001,Shooter,Konami Digital Entertainment,300000.0,240000.0,130000.0,80000.0,750000
ZONE OF THE ENDERS THE 2ND RUNNER,PS2,2003,Simulation,Konami Digital Entertainment,150000.0,120000.0,110000.0,40000.0,410000
EF  A FAIRY TALE OF THE TWO,PS2,2010,Adventure,Comfort,,,10000.0,,10000
PRO EVOLUTION SOCCER 2011,PS2,2010,Sports,Konami Digital Entertainment,40000.0,210000.0,50000.0,110000.0,410000
HACK SEKAI NO MUKOU NI  VERSUS,PS3,2012,Action,Namco Bandai Games,,,30000.0,,30000
007 QUANTUM OF SOLACE,PS3,2008,Action,Activision,430000.0,520000.0,20000.0,200000.0,1160000
2010 FIFA WORLD CUP SOUTH AFRICA,PS3,2010,Sports,Electronic Arts,300000.0,640000.0,70000.0,220000.0,1230000
2014 FIFA WORLD CUP BRAZIL,PS3,2014,Sports,Electronic Arts,150000.0,390000.0,10000.0,160000.0,710000
3D DOT GAME HEROES,PS3,2009,Role-Playing,SouthPeak Games,360000.0,120000.0,30000.0,70000.0,570000
3RD SUPER ROBOT WARS Z JIGOKU HEN,PS3,2014,Role-Playing,Namco Bandai Games,,,230000.0,,230000
3RD SUPER ROBOT WARS Z TENGOKUHEN,PS3,2015,Action,Namco Bandai Games,,,150000.0,,150000
428 FUUSA SARETA SHIBUYA DE,PS3,2009,Adventure,Spike,,,20000.0,,20000
50 CENT BLOOD ON THE SAND,PS3,2009,Shooter,THQ,100000.0,60000.0,10000.0,30000.0,190000
ACE ANOTHER CENTURYS EPISODE R,PS3,2010,Simulation,Namco Bandai Games,,,260000.0,,260000
ACDC LIVE ROCK BAND TRACK PACK,PS3,2008,Misc,MTV Games,210000.0,10000.0,,20000.0,240000
AKB1149 LOVE ELECTION,PS3,2013,Adventure,Namco Bandai Games,,,80000.0,,80000
ACCEL WORLD GINYOKU NO KAKUSEI,PS3,2012,Adventure,Namco Bandai Games,,,30000.0,,30000
ACCEL WORLD KASOKU NO CHOUTEN,PS3,2013,Adventure,Namco Bandai Games,,,20000.0,,20000
ACE COMBAT ASSAULT HORIZON,PS3,2011,Action,Namco Bandai Games,300000.0,160000.0,220000.0,70000.0,740000
ADVENTURE TIME EXPLORE THE DUNGEON BECAUSE I DONT KNOW,PS3,2013,Action,D3Publisher,20000.0,20000.0,,10000.0,50000
ADVENTURE TIME FINN  JAKE INVESTIGATIONS,PS3,2015,Action,Little Orbit,20000.0,70000.0,,20000.0,100000
AEGIS OF EARTH PROTONOVUS ASSAULT,PS3,2016,Action,PQube,10000.0,10000.0,,,30000
AFRIKA,PS3,2008,Adventure,Unknown,120000.0,,80000.0,10000.0,210000
AFRO SAMURAI,PS3,2009,Action,Atari,120000.0,50000.0,,30000.0,200000
AFTER HOURS ATHLETES,PS3,2011,Sports,Sony Computer Entertainment,,100000.0,,30000.0,120000
AIR CONFLICTS SECRET WARS,PS3,2011,Simulation,bitComposer Games,100000.0,60000.0,,30000.0,190000
AKATSUKI NO GOEI TRINITY,PS3,2012,Adventure,5pb,,,10000.0,,10000
AKIBAS TRIP UNDEAD  UNDRESSED,PS3,2013,Action,Nippon Ichi Software,50000.0,10000.0,40000.0,10000.0,110000
ALICE MADNESS RETURNS,PS3,2011,Adventure,Electronic Arts,220000.0,250000.0,40000.0,90000.0,600000
ALIEN ISOLATION,PS3,2014,Shooter,Sega,120000.0,190000.0,,70000.0,370000
ALIENS VS PREDATOR,PS3,2010,Shooter,Sega,410000.0,470000.0,,180000.0,1050000
ALIENS COLONIAL MARINES,PS3,2013,Shooter,Sega,200000.0,310000.0,,130000.0,640000
ALLPRO FOOTBALL 2K8,PS3,2007,Sports,Take-Two Interactive,140000.0,,,10000.0,150000
ALONE IN THE DARK INFERNO,PS3,2008,Adventure,Atari,90000.0,30000.0,,20000.0,140000
ALPHA PROTOCOL,PS3,2010,Role-Playing,Sega,190000.0,180000.0,,70000.0,430000
ANARCHY REIGNS,PS3,2012,Action,Sega,100000.0,30000.0,60000.0,20000.0,210000
ANGRY BIRDS STAR WARS,PS3,2013,Strategy,Activision,100000.0,170000.0,,60000.0,330000
ANGRY BIRDS TRILOGY,PS3,2012,Action,Activision,120000.0,20000.0,,20000.0,160000
APACHE AIR ASSAULT,PS3,2010,Simulation,Activision,110000.0,70000.0,,30000.0,220000
APE ESCAPE,PS3,2010,Platform,Sony Computer Entertainment,,30000.0,,10000.0,50000
AQUANAUTS HOLIDAY KAKUSARETA KIROKU,PS3,2008,Adventure,Sony Computer Entertainment,,,40000.0,,40000
AQUAPAZZA AQUAPLUS DREAM MATCH,PS3,2012,Fighting,Aqua Plus,50000.0,,50000.0,10000.0,100000
AR NOSURGE ODE TO AN UNBORN STAR,PS3,2014,Role-Playing,Tecmo Koei,50000.0,40000.0,60000.0,20000.0,160000
AR TONELICO QOGA KNELL OF AR CIEL,PS3,2010,Role-Playing,Tecmo Koei,80000.0,10000.0,130000.0,10000.0,240000
ARCANA HEART 3,PS3,2011,Fighting,PQube,40000.0,50000.0,100000.0,20000.0,200000
ARMORED CORE 4,PS3,2006,Simulation,505 Games,90000.0,,90000.0,10000.0,200000
ARMORED CORE V,PS3,2012,Simulation,Namco Bandai Games,90000.0,40000.0,240000.0,20000.0,400000
ARMORED CORE FOR ANSWER,PS3,2008,Simulation,Ubisoft,60000.0,20000.0,100000.0,10000.0,190000
ARMORED CORE VERDICT DAY,PS3,2013,Simulation,From Software,,,120000.0,,120000
ARMY OF TWO,PS3,2008,Shooter,Electronic Arts,740000.0,260000.0,20000.0,150000.0,1170000
ARMY OF TWO THE 40TH DAY,PS3,2010,Shooter,Electronic Arts,440000.0,270000.0,10000.0,120000.0,850000
ARMY OF TWO THE DEVILS CARTEL,PS3,2013,Shooter,Electronic Arts,110000.0,110000.0,10000.0,50000.0,280000
ARSLAN THE WARRIORS OF LEGEND,PS3,2015,Action,Tecmo Koei,,,50000.0,,50000
ASHES CRICKET 2009,PS3,2009,Sports,Codemasters,,160000.0,,20000.0,170000
ASSASSINS CREED,PS3,2007,Adventure,Ubisoft,1910000.0,2000000.0,90000.0,830000.0,4830000
ASSASSINS CREED II,PS3,2009,Action,Ubisoft,2540000.0,1950000.0,210000.0,870000.0,5570000
ASSASSINS CREED III,PS3,2012,Action,Ubisoft,2640000.0,2560000.0,160000.0,1140000.0,6500000
ASSASSINS CREED IV BLACK FLAG,PS3,2013,Action,Ubisoft,1330000.0,1710000.0,130000.0,730000.0,3890000
ASSASSINS CREED BROTHERHOOD,PS3,2010,Action,Ubisoft,1870000.0,570000.0,110000.0,300000.0,2840000
ASSASSINS CREED REVELATIONS,PS3,2011,Action,Ubisoft,1410000.0,2020000.0,100000.0,720000.0,4240000
ASSASSINS CREED ROGUE,PS3,2014,Action,Ubisoft,460000.0,620000.0,60000.0,230000.0,1370000
ASURAS WRATH,PS3,2012,Action,Capcom,180000.0,120000.0,60000.0,50000.0,410000
ATELIER AYESHA THE ALCHEMIST OF DUSK,PS3,2012,Role-Playing,Tecmo Koei,60000.0,40000.0,140000.0,20000.0,270000
ATELIER ESCHA  LOGY ALCHEMISTS OF THE DUSK SKY,PS3,2013,Role-Playing,Tecmo Koei,60000.0,40000.0,100000.0,20000.0,220000
ATELIER MERURU ALCHEMIST OF ARLAND 3,PS3,2011,Role-Playing,Nippon Ichi Software,50000.0,,180000.0,10000.0,240000
ATELIER RORONA ALCHEMIST OF ARLAND,PS3,2009,Role-Playing,Nippon Ichi Software,220000.0,120000.0,110000.0,50000.0,500000
ATELIER SHALLIE ALCHEMISTS OF THE DUSK SEA,PS3,2014,Role-Playing,Tecmo Koei,60000.0,50000.0,80000.0,20000.0,200000
ATELIER SOPHIE THE ALCHEMIST OF THE MYSTERIOUS BOOK,PS3,2015,Role-Playing,Tecmo Koei,,,30000.0,,30000
ATELIER TOTORI THE ADVENTURER OF ARLAND,PS3,2010,Role-Playing,Nippon Ichi Software,120000.0,70000.0,210000.0,30000.0,430000
ATTACK ON TITAN KOEI,PS3,2016,Action,Tecmo Koei,,,60000.0,,60000
AVATAR THE GAME,PS3,2009,Action,Ubisoft,320000.0,430000.0,,160000.0,910000
BACK TO THE FUTURE THE GAME,PS3,2011,Adventure,Telltale Games,70000.0,10000.0,,10000.0,90000
BAJA EDGE OF CONTROL,PS3,2008,Racing,THQ,100000.0,80000.0,,40000.0,210000
BAKUGAN BATTLE BRAWLERS DEFENDERS OF THE CORE,PS3,2010,Action,Activision,140000.0,10000.0,,20000.0,170000
BAKUGAN BATTLE BRAWLERS,PS3,2009,Action,Activision,190000.0,30000.0,,20000.0,240000
BAND HERO,PS3,2009,Misc,Activision,410000.0,240000.0,,110000.0,750000
BARBIE AND HER SISTERS PUPPY RESCUE,PS3,2015,Action,Namco Bandai Games,,10000.0,,,20000
BATMAN A TELLTALE GAME SERIES,PS3,2016,Adventure,Telltale Games,,10000.0,,,10000
BATMAN ARKHAM ASYLUM,PS3,2009,Action,Eidos Interactive,2230000.0,1340000.0,70000.0,610000.0,4250000
BATMAN ARKHAM CITY,PS3,2011,Action,Warner Bros. Interactive Entertainment,2700000.0,1910000.0,110000.0,800000.0,5530000
BATMAN ARKHAM ORIGINS,PS3,2013,Action,Warner Bros. Interactive Entertainment,1070000.0,870000.0,40000.0,400000.0,2390000
BATTLE FANTASIA,PS3,2008,Fighting,505 Games,,,10000.0,,10000
BATTLE PRINCESS OF ARCADIAS,PS3,2013,Role-Playing,Nippon Ichi Software,,,20000.0,,20000
BATTLEFIELD 3,PS3,2011,Shooter,Electronic Arts,2850000.0,2930000.0,350000.0,1100000.0,7230000
BATTLEFIELD 4,PS3,2013,Shooter,Electronic Arts,1300000.0,1510000.0,270000.0,610000.0,3690000
BATTLEFIELD BAD COMPANY,PS3,2008,Shooter,Electronic Arts,760000.0,360000.0,50000.0,180000.0,1350000
BATTLEFIELD BAD COMPANY 2,PS3,2010,Shooter,Electronic Arts,1330000.0,1120000.0,80000.0,450000.0,2970000
BATTLEFIELD HARDLINE,PS3,2015,Shooter,Electronic Arts,120000.0,230000.0,70000.0,70000.0,490000
BAYONETTA,PS3,2009,Action,Sega,440000.0,410000.0,210000.0,170000.0,1230000
BEAT SKETCH,PS3,2010,Misc,Sony Computer Entertainment,,,80000.0,,80000
BEIJING 2008,PS3,2008,Sports,Sega,140000.0,540000.0,10000.0,180000.0,870000
BEN 10 GALACTIC RACING,PS3,2011,Racing,D3Publisher,60000.0,20000.0,,10000.0,90000
BEN 10 ULTIMATE ALIEN COSMIC DESTRUCTION,PS3,2010,Platform,D3Publisher,120000.0,90000.0,,40000.0,250000
BEOWULF THE GAME,PS3,2007,Action,Ubisoft,140000.0,10000.0,,10000.0,160000
BEYOND TWO SOULS,PS3,2013,Adventure,Sony Computer Entertainment,520000.0,880000.0,60000.0,340000.0,1790000
BINARY DOMAIN,PS3,2012,Action,Sega,90000.0,80000.0,140000.0,30000.0,330000
BIOSHOCK,PS3,2008,Shooter,Take-Two Interactive,750000.0,490000.0,10000.0,210000.0,1450000
BIOSHOCK 2,PS3,2010,Shooter,Take-Two Interactive,850000.0,470000.0,20000.0,220000.0,1550000
BIOSHOCK INFINITE,PS3,2013,Shooter,Take-Two Interactive,720000.0,690000.0,40000.0,310000.0,1760000
BIOHAZARD REVIVAL SELECTION,PS3,2011,Action,Capcom,,,180000.0,,180000
BIONIC COMMANDO,PS3,2009,Platform,Capcom,120000.0,170000.0,10000.0,70000.0,370000
BIRDS OF STEEL,PS3,2012,Simulation,Konami Digital Entertainment,100000.0,90000.0,20000.0,40000.0,250000
BLACKSITE AREA 51,PS3,2007,Shooter,Midway Games,70000.0,10000.0,,10000.0,90000
BLADE ARCUS FROM SHINING EX,PS3,2015,Fighting,Sega,,,20000.0,,20000
BLADES OF TIME,PS3,2012,Action,Konami Digital Entertainment,40000.0,30000.0,10000.0,10000.0,100000
BLADESTORM NIGHTMARE,PS3,2015,Action,Tecmo Koei,,,30000.0,,30000
BLADESTORM THE HUNDRED YEARS WAR,PS3,2007,Action,Tecmo Koei,100000.0,30000.0,140000.0,20000.0,290000
BLAZBLUE CALAMITY TRIGGER,PS3,2009,Fighting,PQube,360000.0,100000.0,60000.0,60000.0,580000
BLAZBLUE CHRONO PHANTASMA,PS3,2013,Fighting,Arc System Works,130000.0,,140000.0,20000.0,290000
BLAZBLUE CHRONO PHANTASMA EXTEND,PS3,2015,Action,PQube,,,40000.0,,40000
BLAZBLUE CONTINUUM SHIFT,PS3,2010,Fighting,PQube,210000.0,80000.0,90000.0,40000.0,410000
BLAZBLUE CONTINUUM SHIFT EXTEND,PS3,2011,Fighting,PQube,,,90000.0,,90000
BLAZING ANGELS 2 SECRET MISSIONS OF WWII,PS3,2007,Simulation,Ubisoft,100000.0,30000.0,,20000.0,150000
BLAZING ANGELS SQUADRONS OF WWII,PS3,2006,Simulation,Ubisoft,350000.0,220000.0,,100000.0,670000
BLEACH SOUL RESURRECCION,PS3,2011,Fighting,Nippon Ichi Software,270000.0,110000.0,70000.0,50000.0,500000
BLITZ THE LEAGUE II,PS3,2008,Sports,Midway Games,110000.0,30000.0,,20000.0,160000
BLOOD DRIVE,PS3,2010,Racing,Activision,70000.0,,,,70000
BLUR,PS3,2010,Racing,Activision,220000.0,370000.0,20000.0,130000.0,740000
BODYCOUNT,PS3,2011,Shooter,Codemasters,50000.0,60000.0,,20000.0,120000
BOKU NO NATSUYASUMI 3 HOKKOKU HEN CHIISANA BOKU NO DAI SOUGEN,PS3,2007,Adventure,Sony Computer Entertainment,,,80000.0,,80000
BOLT,PS3,2008,Adventure,Disney Interactive Studios,120000.0,50000.0,,20000.0,190000
BOOK OF SPELLS,PS3,2012,Action,Sony Computer Entertainment,130000.0,400000.0,,160000.0,700000
BORDERLANDS,PS3,2009,Shooter,Take-Two Interactive,1200000.0,620000.0,,290000.0,2110000
BORDERLANDS 2,PS3,2012,Shooter,Take-Two Interactive,1050000.0,770000.0,100000.0,360000.0,2280000
BORDERLANDS THE PRESEQUEL,PS3,2014,Shooter,Take-Two Interactive,250000.0,260000.0,50000.0,110000.0,670000
BRINK,PS3,2011,Shooter,Bethesda Softworks,290000.0,320000.0,10000.0,120000.0,740000
BROTHERS IN ARMS FURIOUS 4,PS3,2012,Shooter,Ubisoft,10000.0,50000.0,,20000.0,80000
BROTHERS IN ARMS HELLS HIGHWAY,PS3,2008,Shooter,Ubisoft,440000.0,340000.0,,150000.0,930000
BRUNSWICK PRO BOWLING,PS3,2010,Sports,505 Games,100000.0,60000.0,,30000.0,190000
BRUTAL LEGEND,PS3,2009,Action,Electronic Arts,540000.0,280000.0,,130000.0,950000
BULLETSTORM,PS3,2011,Shooter,Electronic Arts,230000.0,200000.0,10000.0,80000.0,530000
BURNOUT PARADISE,PS3,2008,Racing,Electronic Arts,1010000.0,640000.0,20000.0,300000.0,1970000
BURNOUT PARADISE THE ULTIMATE BOX,PS3,2009,Racing,Electronic Arts,,60000.0,10000.0,20000.0,90000
BUZZ BRAIN OF THE UK,PS3,2009,Misc,Sony Computer Entertainment,,150000.0,,20000.0,170000
BUZZ QUIZ TV,PS3,2008,Misc,Sony Computer Entertainment,280000.0,480000.0,,140000.0,900000
BUZZ QUIZ WORLD,PS3,2009,Misc,Sony Computer Entertainment,160000.0,580000.0,,200000.0,930000
BUZZ THE ULTIMATE MUSIC QUIZ,PS3,2010,Misc,Sony Computer Entertainment,,250000.0,,80000.0,340000
CSI FATAL CONSPIRACY,PS3,2010,Adventure,Ubisoft,110000.0,50000.0,,20000.0,190000
CV CASTING VOICE,PS3,2014,Adventure,Namco Bandai Games,,,20000.0,,20000
CABELAS ADVENTURE CAMP,PS3,2011,Misc,Activision,60000.0,30000.0,,20000.0,110000
CABELAS BIG GAME HUNTER 2010,PS3,2009,Sports,Activision Value,370000.0,,,30000.0,400000
CABELAS BIG GAME HUNTER 2012,PS3,2011,Sports,Activision,170000.0,30000.0,,30000.0,230000
CABELAS BIG GAME HUNTER PRO HUNTS,PS3,2014,Shooter,Activision,30000.0,,,,30000
CABELAS DANGEROUS HUNTS 2009,PS3,2008,Sports,Activision Value,120000.0,,,10000.0,130000
CABELAS DANGEROUS HUNTS 2011,PS3,2010,Sports,Activision,260000.0,40000.0,,30000.0,330000
CABELAS NORTH AMERICAN ADVENTURES,PS3,2010,Sports,Activision,110000.0,,,10000.0,110000
CABELAS OUTDOOR ADVENTURES 2009,PS3,2009,Sports,Activision Value,210000.0,,,20000.0,230000
CABELAS SURVIVAL SHADOWS OF KATMAI,PS3,2011,Sports,Activision,110000.0,50000.0,,30000.0,190000
CALL OF DUTY 3,PS3,2006,Shooter,Activision,600000.0,630000.0,30000.0,260000.0,1520000
CALL OF DUTY 4 MODERN WARFARE,PS3,2007,Shooter,Activision,3100000.0,2300000.0,280000.0,1040000.0,6720000
CALL OF DUTY ADVANCED WARFARE,PS3,2014,Shooter,Activision,1540000.0,1940000.0,190000.0,770000.0,4450000
CALL OF DUTY BLACK OPS,PS3,2010,Shooter,Activision,5980000.0,4440000.0,480000.0,1830000.0,12730000
CALL OF DUTY BLACK OPS 3,PS3,2015,Shooter,Activision,490000.0,960000.0,70000.0,270000.0,1790000
CALL OF DUTY BLACK OPS II,PS3,2012,Shooter,Activision,4990000.0,5880000.0,650000.0,2520000.0,14030000
CALL OF DUTY GHOSTS,PS3,2013,Shooter,Activision,4090000.0,3730000.0,380000.0,1380000.0,9590000
CALL OF DUTY MODERN WARFARE 2,PS3,2009,Shooter,Activision,4990000.0,3690000.0,380000.0,1630000.0,10690000
CALL OF DUTY MODERN WARFARE 3,PS3,2011,Shooter,Activision,5540000.0,5820000.0,490000.0,1620000.0,13460000
CALL OF DUTY MODERN WARFARE TRILOGY,PS3,2016,Shooter,Activision,,10000.0,,,20000
CALL OF DUTY WORLD AT WAR,PS3,2008,Shooter,Activision,2720000.0,1870000.0,,840000.0,5430000
CALL OF JUAREZ BOUND IN BLOOD,PS3,2009,Shooter,Ubisoft,350000.0,380000.0,10000.0,160000.0,890000
CALL OF JUAREZ THE CARTEL,PS3,2011,Shooter,Ubisoft,120000.0,130000.0,,50000.0,300000
CAPTAIN AMERICA SUPER SOLDIER,PS3,2011,Action,Sega,100000.0,70000.0,,30000.0,200000
CAPTAIN MORGANE AND THE GOLDEN TURTLE,PS3,2012,Adventure,Reef Entertainment,,20000.0,,10000.0,30000
CARNIVAL ISLAND,PS3,2011,Misc,Sony Computer Entertainment,130000.0,60000.0,,40000.0,230000
