,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1363,RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,"$110,000","$70,000","$290,000","$30,000","$500,000"
1364,Racing Lagoon,PS,1999,Racing,Square,$0,$0,"$150,000","$10,000","$160,000"
1365,Rage Racer,PS,1996,Racing,Sony Computer Entertainment,"$160,000","$110,000","$830,000","$80,000","$1,170,000"
1366,Railroad Tycoon II,PS,1999,Strategy,PopTop Software,"$60,000","$40,000",$0,"$10,000","$110,000"
1367,Rally Cross,PS,1997,Racing,Sony Computer Entertainment,"$180,000","$120,000",$0,"$20,000","$320,000"
1368,Rally Cross 2,PS,1998,Racing,989 Studios,"$190,000","$130,000",$0,"$20,000","$350,000"
1369,Rampage 2: Universal Tour,PS,1998,Action,GT Interactive,"$130,000","$90,000",$0,"$10,000","$230,000"
1370,Rampage World Tour,PS,1997,Action,GT Interactive,"$470,000","$320,000",$0,"$60,000","$850,000"
1371,Rapid Reload,PS,1995,Shooter,Sony Computer Entertainment,$0,$0,"$90,000","$10,000","$90,000"
1372,Rascal,PS,1998,Action,Psygnosis,"$240,000","$160,000",$0,"$30,000","$420,000"
1373,Rat Attack!,PS,1999,Puzzle,Mindscape,"$30,000","$20,000",$0,$0,"$40,000"
1374,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,"$40,000","$20,000",$0,$0,"$60,000"
1375,RayCrisis: Series Termination,PS,1999,Shooter,JVC,"$10,000","$10,000",$0,$0,"$20,000"
1376,RayStorm,PS,1997,Shooter,Sony Computer Entertainment,"$40,000","$30,000",$0,$0,"$70,000"
1377,Rayman,PS,1995,Platform,Ubisoft,"$1,540,000","$1,330,000",$0,"$160,000","$3,030,000"
1378,Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,"$180,000","$120,000",$0,"$20,000","$320,000"
1379,Razor Freestyle Scooter,PS,1999,Sports,Ubisoft,"$260,000","$170,000",$0,"$30,000","$460,000"
1380,Re-Volt,PS,1998,Racing,Acclaim Entertainment,"$110,000","$70,000",$0,"$10,000","$190,000"
1381,Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,"$600,000","$410,000",$0,"$70,000","$1,080,000"
1382,Ready 2 Rumble Boxing: Round 2,PS,2000,Fighting,Midway Games,"$290,000","$200,000",$0,"$30,000","$520,000"
1383,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,$0,$0,"$50,000",$0,"$60,000"
1384,Real Robots Final Attack,PS,1998,Shooter,Banpresto,$0,$0,"$70,000","$10,000","$80,000"
1385,Reel Fishing,PS,1996,Sports,Natsume,"$990,000","$130,000","$100,000","$40,000","$1,250,000"
1386,Reel Fishing II,PS,2000,Sports,Victor Interactive,"$100,000","$70,000",$0,"$10,000","$180,000"
1387,Reloaded,PS,1996,Action,Gremlin Interactive Ltd,"$90,000","$60,000",$0,"$10,000","$170,000"
1388,Renegade Racers,PS,1999,Racing,Interplay,"$10,000","$10,000",$0,$0,"$30,000"
1389,Resident Evil,PS,1996,Action,Virgin Interactive,"$2,050,000","$1,160,000","$1,110,000","$730,000","$5,050,000"
1390,Resident Evil 2,PS,1998,Action,Virgin Interactive,"$1,880,000","$1,470,000","$2,020,000","$450,000","$5,820,000"
1391,Resident Evil 2: Dual Shock Edition,PS,1998,Action,Capcom,$0,$0,"$260,000","$20,000","$270,000"
1392,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,"$1,300,000","$770,000","$1,540,000","$110,000","$3,720,000"
1393,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,"$1,820,000","$1,240,000","$470,000","$250,000","$3,770,000"
1394,Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,$0,$0,"$160,000","$10,000","$170,000"
1395,Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,"$230,000","$150,000","$290,000","$50,000","$710,000"
1396,Return Fire,PS,1996,Strategy,Time Warner Interactive,"$50,000","$30,000",$0,"$10,000","$90,000"
1397,Revolution X,PS,1995,Shooter,Acclaim Entertainment,"$60,000","$40,000",$0,"$10,000","$100,000"
1398,Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,"$20,000","$10,000",$0,$0,"$40,000"
1399,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,$0,$0,"$740,000","$50,000","$790,000"
1400,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,"$170,000","$120,000","$710,000","$70,000","$1,070,000"
1401,Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,"$10,000","$10,000",$0,$0,"$20,000"
1402,Rival Schools: United By Fate,PS,1998,Fighting,Capcom,"$120,000","$80,000","$280,000","$30,000","$520,000"
1403,Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,"$180,000","$120,000",$0,"$20,000","$320,000"
1404,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,"$560,000","$380,000",$0,"$70,000","$1,000,000"
1405,Road Rash,PS,1995,Racing,Electronic Arts,"$710,000","$480,000",$0,"$80,000","$1,270,000"
1406,Road Rash 3D,PS,1998,Racing,Electronic Arts,"$1,050,000","$160,000",$0,"$40,000","$1,250,000"
1407,Road Rash: Jailbreak,PS,1999,Racing,Electronic Arts,"$220,000","$150,000",$0,"$30,000","$400,000"
1408,Roadsters,PS,2000,Racing,Titus,"$20,000","$10,000",$0,$0,"$30,000"
1409,Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios,"$20,000","$10,000",$0,$0,"$30,000"
1410,Robotron X,PS,1996,Shooter,GT Interactive,"$50,000","$30,000",$0,"$10,000","$80,000"
1411,Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,"$470,000","$320,000",$0,"$50,000","$840,000"
1412,Rogue Trip: Vacation 2012,PS,1998,Racing,GT Interactive,"$210,000","$140,000",$0,"$20,000","$380,000"
1413,Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,"$40,000","$30,000",$0,$0,"$70,000"
1414,Rollcage,PS,1999,Racing,Psygnosis,"$120,000","$80,000",$0,"$10,000","$210,000"
1415,Rollcage Stage II,PS,2000,Racing,Sony Computer Entertainment,"$50,000","$30,000",$0,"$10,000","$90,000"
1416,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,"$50,000","$30,000","$40,000","$10,000","$130,000"
1417,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,"$30,000","$20,000",$0,$0,"$50,000"
1418,Rosco McQueen: Firefighter Extreme,PS,1997,Action,Sony Computer Entertainment,"$50,000","$40,000",$0,"$10,000","$90,000"
1419,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,"$20,000","$20,000",$0,$0,"$40,000"
1420,Rugrats Studio Tour,PS,1999,Adventure,THQ,"$570,000","$670,000",$0,"$70,000","$1,310,000"
1421,Rugrats in Paris: The Movie,PS,2000,Action,THQ,"$1,960,000","$1,330,000",$0,"$230,000","$3,520,000"
1422,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,"$1,630,000","$1,530,000",$0,"$180,000","$3,340,000"
1423,Rugrats: Totally Angelica,PS,2001,Adventure,THQ,"$60,000","$40,000",$0,"$10,000","$120,000"
1424,Running Wild,PS,1997,Racing,989 Studios,"$50,000","$30,000",$0,"$10,000","$90,000"
1425,Rush Hour,PS,1997,Misc,Psygnosis,"$20,000","$10,000",$0,$0,"$30,000"
1426,S.C.A.R.S,PS,1998,Racing,Ubisoft,"$50,000","$30,000",$0,"$10,000","$80,000"
1427,SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,$0,$0,"$270,000","$20,000","$290,000"
1428,SD Gundam G Generation,PS,1998,Strategy,Namco Bandai Games,$0,$0,"$670,000","$50,000","$720,000"
1429,SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,$0,$0,"$510,000","$40,000","$550,000"
1430,SD Gundam G Generation-F,PS,2000,Strategy,Namco Bandai Games,$0,$0,"$360,000","$20,000","$380,000"
1431,SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games,$0,$0,"$110,000","$10,000","$120,000"
1432,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,$0,$0,"$50,000",$0,"$50,000"
1433,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,"$150,000","$40,000","$1,070,000","$90,000","$1,350,000"
1434,SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,"$100,000","$70,000","$710,000","$60,000","$940,000"
1435,Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ,"$190,000","$130,000",$0,"$20,000","$350,000"
1436,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,"$30,000","$20,000",$0,$0,"$50,000"
1437,Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,"$120,000","$80,000",$0,"$10,000","$220,000"
1438,Sammy Sosa High Heat Baseball 2001,PS,2000,Sports,3DO,"$320,000","$220,000",$0,"$40,000","$580,000"
1439,Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,$0,$0,"$50,000",$0,"$50,000"
1440,Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,"$10,000",$0,$0,$0,"$10,000"
1441,San Francisco Rush: Extreme Racing,PS,1997,Racing,GT Interactive,"$210,000","$150,000",$0,"$30,000","$380,000"
1442,Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,"$590,000","$1,230,000",$0,"$130,000","$1,940,000"
1443,Scrabble,PS,1999,Misc,Ubisoft,"$140,000","$100,000",$0,"$20,000","$250,000"
1444,Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,$0,$0,"$110,000","$10,000","$120,000"
1445,Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,$0,$0,"$130,000","$10,000","$130,000"
1446,Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,"$170,000","$120,000",$0,"$20,000","$310,000"
1447,Sesame Street: Elmo's Number Journey,PS,1998,Misc,NewKidCo,"$130,000","$90,000",$0,"$20,000","$240,000"
1448,Shadow Madness,PS,1999,Action,Crave Entertainment,"$100,000","$70,000",$0,"$10,000","$180,000"
1449,Shadow Man,PS,1998,Action,Acclaim Entertainment,"$140,000","$90,000",$0,"$20,000","$250,000"
1450,Shadow Master,PS,1997,Adventure,Psygnosis,"$50,000","$40,000",$0,"$10,000","$100,000"
1451,Shadow Tower,PS,1998,Role-Playing,From Software,"$10,000","$10,000","$70,000","$10,000","$100,000"
1452,Shaman King: Spirit of Shamans,PS,2002,Action,Namco Bandai Games,$0,$0,"$180,000","$10,000","$200,000"
1453,Shanghai: True Valor,PS,1998,Puzzle,Activision,"$10,000","$10,000",$0,$0,"$20,000"
1454,Shellshock,PS,1995,Action,Core Design Ltd.,"$60,000","$40,000",$0,"$10,000","$100,000"
1455,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,$0,$0,"$40,000",$0,"$40,000"
1456,Shin Megami Tensei,PS,2001,Role-Playing,Atlus,$0,$0,"$90,000","$10,000","$90,000"
1457,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,$0,$0,"$140,000","$10,000","$150,000"
1458,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,$0,$0,"$300,000","$20,000","$330,000"
1459,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,$0,$0,"$260,000","$20,000","$270,000"
1460,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,$0,$0,"$210,000","$10,000","$230,000"
1461,Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,$0,$0,"$520,000","$40,000","$550,000"
1462,Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,$0,$0,"$300,000","$20,000","$320,000"
1463,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,$0,$0,"$50,000",$0,"$50,000"
1464,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,$0,$0,"$110,000","$10,000","$110,000"
1465,Shockwave Assault,PS,1995,Simulation,Electronic Arts,"$50,000","$40,000",$0,"$10,000","$90,000"
1466,Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,"$10,000","$10,000",$0,$0,"$20,000"
1467,Silent Bomber,PS,1999,Action,Virgin Interactive,"$10,000","$10,000",$0,$0,"$20,000"
1468,Silent Hill,PS,1999,Action,Konami Digital Entertainment,"$710,000","$480,000","$300,000","$100,000","$1,600,000"
1469,Silhouette Mirage,PS,1998,Platform,ESP,"$30,000","$20,000",$0,$0,"$50,000"
1470,Sim Theme Park,PS,1999,Strategy,Electronic Arts,"$350,000","$240,000",$0,"$40,000","$630,000"
1471,SimCity 2000,PS,1996,Simulation,Maxis,"$680,000","$460,000",$0,"$80,000","$1,220,000"
1472,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,$0,$0,"$990,000","$70,000","$1,060,000"
1473,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,"$310,000","$210,000",$0,"$40,000","$550,000"
1474,Simpsons Wrestling,PS,2001,Fighting,Electronic Arts,"$230,000","$1,160,000",$0,"$110,000","$1,510,000"
1475,Skeleton Warriors,PS,1996,Platform,Virgin Interactive,"$40,000","$30,000",$0,"$10,000","$80,000"
1476,SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,"$70,000","$50,000",$0,"$10,000","$130,000"
1477,Skydiving Extreme,PS,2001,Sports,Banpresto,"$40,000","$30,000",$0,"$10,000","$80,000"
1478,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,"$40,000","$30,000",$0,"$10,000","$80,000"
1479,Slayers Royal,PS,1998,Role-Playing,Kadokawa Shoten,$0,$0,"$80,000","$10,000","$80,000"
1480,Sled Storm,PS,1998,Racing,Electronic Arts,"$900,000","$610,000",$0,"$110,000","$1,620,000"
1481,Small Soldiers,PS,1998,Platform,Electronic Arts,"$340,000","$230,000",$0,"$40,000","$610,000"
1482,SnoCross Championship Racing,PS,1999,Racing,Ubisoft,"$520,000","$350,000",$0,"$60,000","$930,000"
1483,Snowboarding,PS,2000,Sports,Midas Interactive Entertainment,"$160,000","$110,000",$0,"$20,000","$290,000"
1484,Sotsugyou Crossworld,PS,1996,Simulation,Hearty Robin,$0,$0,"$80,000","$10,000","$90,000"
1485,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,$0,$0,"$40,000",$0,"$40,000"
1486,Soukaigi,PS,1998,Role-Playing,SquareSoft,$0,$0,"$130,000","$10,000","$140,000"
1487,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,"$610,000","$410,000","$460,000","$100,000","$1,590,000"
1488,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,$0,$0,"$160,000","$10,000","$170,000"
1489,South Park,PS,1998,Shooter,Acclaim Entertainment,"$390,000","$270,000",$0,"$50,000","$710,000"
1490,South Park Rally,PS,1998,Racing,Acclaim Entertainment,"$200,000","$130,000",$0,"$20,000","$360,000"
1491,South Park: Chef's Luv Shack,PS,1998,Misc,Acclaim Entertainment,"$170,000","$120,000",$0,"$20,000","$310,000"
1492,Soviet Strike,PS,1996,Simulation,Electronic Arts,"$650,000","$440,000",$0,"$80,000","$1,170,000"
1493,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,$0,$0,"$160,000","$10,000","$170,000"
1494,Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,"$20,000","$20,000","$120,000","$10,000","$170,000"
1495,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,"$40,000","$30,000",$0,$0,"$70,000"
1496,Space Jam,PS,1996,Sports,Acclaim Entertainment,"$510,000","$350,000",$0,"$60,000","$920,000"
1497,Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,"$140,000","$90,000",$0,"$20,000","$240,000"
1498,Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,"$1,540,000","$460,000",$0,"$80,000","$2,070,000"
1499,Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,"$240,000","$160,000",$0,"$30,000","$430,000"
1500,Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,"$490,000","$330,000",$0,"$60,000","$870,000"
1501,Speed Punks,PS,1998,Racing,Sony Computer Entertainment,"$110,000","$80,000",$0,"$10,000","$200,000"
1502,Speed Racer,PS,1996,Racing,Tomy Corporation,"$40,000","$20,000",$0,$0,"$70,000"
1503,Speedball 2100,PS,2000,Sports,Empire Interactive,"$100,000","$70,000",$0,"$10,000","$180,000"
1504,Spice World,PS,1998,Action,Sony Computer Entertainment,"$370,000","$250,000",$0,"$40,000","$670,000"
1505,Spider-Man,PS,2000,Action,Activision,"$1,700,000","$1,250,000","$20,000","$160,000","$3,130,000"
1506,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,"$570,000","$870,000","$20,000","$90,000","$1,550,000"
1507,Spin Jam,PS,2000,Puzzle,Empire Interactive,"$170,000","$120,000",$0,"$20,000","$310,000"
1508,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,"$1,120,000","$580,000",$0,"$80,000","$1,780,000"
1509,Sports Car GT,PS,1999,Racing,Electronic Arts,"$120,000","$80,000",$0,"$10,000","$220,000"
1510,Spot Goes to Hollywood,PS,1996,Platform,Virgin Interactive,"$40,000","$30,000",$0,$0,"$70,000"
1511,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,"$2,140,000","$1,210,000","$10,000","$170,000","$3,520,000"
1512,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,"$3,360,000","$1,360,000","$70,000","$210,000","$5,000,000"
1513,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,"$1,930,000","$1,580,000",$0,"$190,000","$3,710,000"
1514,Star Fighter,PS,1995,Shooter,Telstar,"$40,000","$20,000",$0,$0,"$60,000"
1515,Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive,"$70,000","$50,000","$150,000","$20,000","$300,000"
1516,Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,"$260,000","$100,000","$720,000","$20,000","$1,100,000"
1517,Star Trek: Invasion,PS,2000,Simulation,Activision,"$150,000","$100,000",$0,"$20,000","$260,000"
1518,Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,LucasArts,"$660,000","$480,000","$10,000","$60,000","$1,210,000"
1519,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,"$720,000","$890,000","$40,000","$100,000","$1,740,000"
1520,Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,"$310,000","$210,000",$0,"$40,000","$550,000"
1521,Star Wars: Demolition,PS,2000,Racing,Activision,"$250,000","$170,000",$0,"$30,000","$460,000"
1522,Star Wars: Masters of Teras Kasi,PS,1997,Action,LucasArts,"$380,000","$260,000",$0,"$40,000","$680,000"
1523,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,"$490,000","$330,000",$0,"$60,000","$880,000"
1524,StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,$0,$0,"$150,000","$10,000","$160,000"
1525,Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,"$30,000","$20,000",$0,$0,"$60,000"
1526,Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,$0,$0,"$110,000","$10,000","$120,000"
1527,Streak: Hoverboard Racing,PS,1998,Racing,GT Interactive,"$90,000","$60,000",$0,"$10,000","$150,000"
1528,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,"$140,000","$90,000","$570,000","$60,000","$850,000"
1529,Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,"$380,000","$120,000","$510,000","$20,000","$1,030,000"
1530,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,"$170,000","$110,000","$430,000","$50,000","$760,000"
1531,Street Fighter Collection,PS,1997,Fighting,Capcom,$0,$0,"$90,000","$10,000","$100,000"
1532,Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,"$280,000","$190,000","$230,000","$50,000","$750,000"
1533,Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,"$130,000","$90,000",$0,"$20,000","$230,000"
1534,Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,"$100,000","$70,000",$0,"$10,000","$170,000"
1535,Street Racer,PS,1996,Racing,Ubisoft,"$90,000","$60,000",$0,"$10,000","$160,000"
1536,Street Sk8er,PS,1998,Sports,Electronic Arts,"$370,000","$250,000",$0,"$40,000","$670,000"
1537,Strider 2,PS,2000,Platform,Virgin Interactive,"$50,000","$30,000",$0,"$10,000","$80,000"
1538,Strike Point,PS,1996,Simulation,Elite,"$40,000","$30,000",$0,$0,"$70,000"
1539,Striker 96,PS,1995,Sports,Time Warner Interactive,"$40,000","$30,000",$0,"$10,000","$80,000"
1540,Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,"$70,000","$50,000",$0,"$10,000","$120,000"
1541,Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,"$210,000","$140,000","$210,000","$40,000","$600,000"
1542,Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,"$150,000","$100,000","$380,000","$40,000","$680,000"
1543,Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,"$80,000","$50,000",$0,"$10,000","$140,000"
1544,Super Robot Taisen Complete Box,PS,1999,Strategy,Banpresto,$0,$0,"$290,000","$20,000","$310,000"
1545,Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,$0,$0,"$210,000","$10,000","$230,000"
1546,Super Robot Taisen α,PS,2000,Strategy,Banpresto,$0,$0,"$750,000","$50,000","$800,000"
1547,Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,$0,$0,"$580,000","$40,000","$620,000"
1548,Superbike 2000,PS,1999,Racing,Electronic Arts,"$150,000","$100,000",$0,"$20,000","$270,000"
1549,Surf Riders,PS,1999,Sports,Ubisoft,"$70,000","$50,000",$0,"$10,000","$130,000"
1550,Sydney 2000,PS,2000,Sports,Eidos Interactive,"$150,000","$100,000",$0,"$20,000","$270,000"
1551,Syndicate Wars,PS,1997,Strategy,Electronic Arts,"$20,000","$10,000",$0,$0,"$40,000"
1552,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,"$2,030,000","$720,000","$20,000","$110,000","$2,880,000"
1553,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,"$1,500,000","$550,000","$20,000","$80,000","$2,150,000"
1554,Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,"$290,000","$200,000",$0,"$30,000","$520,000"
1555,T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,"$80,000","$60,000",$0,"$10,000","$150,000"
1556,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,"$80,000","$50,000",$0,"$10,000","$140,000"
1557,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,"$730,000","$500,000",$0,"$90,000","$1,310,000"
1558,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,"$30,000","$1,160,000","$20,000","$110,000","$1,320,000"
1559,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,"$70,000","$2,000,000","$20,000","$180,000","$2,280,000"
1560,Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,$0,$0,"$50,000",$0,"$50,000"
1561,Tail Concerto,PS,1998,Adventure,Namco Bandai Games,"$20,000","$10,000",$0,$0,"$30,000"
1562,Tail of the Sun,PS,1996,Role-Playing,ArtDink,"$10,000","$10,000",$0,$0,"$20,000"
1563,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,"$90,000","$60,000","$830,000","$70,000","$1,040,000"
